folder,file,count,mean,median,std_dev,min,max
TTP_instances_100_items_100,results_SA_tsp_cities_100_items_100.json,1000,7209.343426299382,7173.98441456346,1888.4094328893077,1754.448243973583,13491.784144564786
TTP_instances_100_items_200,results_SA_tsp_cities_100_items_200.json,1000,18861.280844886165,18814.702028770876,2625.8445184360025,10316.696449305195,27315.975430716557
TTP_instances_100_items_300,results_SA_tsp_cities_100_items_300.json,1000,30956.622268383962,30944.851456882534,3242.3798541591755,20028.653399829156,40511.91703293309
TTP_instances_100_items_400,results_SA_tsp_cities_100_items_400.json,1000,43383.25126974056,43295.209868072845,3918.5520233727907,28180.265596369016,58066.6345174937
TTP_instances_20_items_20,results_SA_tsp_cities_20_items_20.json,1000,1247.98918910005,1193.2633843593335,744.697844613462,-400.56680161943314,3672.07567760027
TTP_instances_20_items_40,results_SA_tsp_cities_20_items_40.json,1000,3461.40339261495,3431.788382285563,1212.4945108714253,104.75539078783879,8062.945236365298
TTP_instances_20_items_60,results_SA_tsp_cities_20_items_60.json,1000,5788.582181447161,5843.433283989252,1428.7736272165032,1241.2145911177684,10122.670515917545
TTP_instances_20_items_80,results_SA_tsp_cities_20_items_80.json,1000,8145.929613139697,8144.192207741036,1735.6407063519152,2111.794459963275,14805.890395390265
TTP_instances_40_items_120,results_SA_tsp_cities_40_items_120.json,1000,12169.189300080005,12174.716293683448,2061.286653782279,5669.196718544842,21655.705274205015
TTP_instances_40_items_160,results_SA_tsp_cities_40_items_160.json,1000,16787.111467835646,16750.111037998457,2356.3961840613097,10250.348110162024,24154.244747526485
TTP_instances_40_items_40,results_SA_tsp_cities_40_items_40.json,1000,3086.0644870046326,3019.42110391664,1154.1771939960547,-279.4874084951931,8414.739561981729
TTP_instances_40_items_80,results_SA_tsp_cities_40_items_80.json,1000,7447.9099613083345,7454.04327720203,1687.7709150888209,1464.9874505537477,13469.569939922056
TTP_instances_60_items_120,results_SA_tsp_cities_60_items_120.json,1000,11373.004842489321,11415.57013024556,2037.4240612431438,4988.257055814619,23075.929754348334
TTP_instances_60_items_180,results_SA_tsp_cities_60_items_180.json,1000,18494.02188835603,18518.228625730546,2570.1421786788574,11156.496613449359,26828.86371983294
TTP_instances_60_items_240,results_SA_tsp_cities_60_items_240.json,1000,25681.397048663937,25650.209139982722,2935.1398915384643,16754.383965960074,33764.251020648066
TTP_instances_60_items_60,results_SA_tsp_cities_60_items_60.json,1000,4563.581210956111,4500.939786575682,1437.8047121935535,254.7461643657798,9414.591203369826
TTP_instances_80_items_160,results_SA_tsp_cities_80_items_160.json,1000,15162.933982152497,15091.778626376154,2474.21348574838,8651.737013516196,23920.596291521888
TTP_instances_80_items_240,results_SA_tsp_cities_80_items_240.json,1000,24672.751895407586,24661.78787754759,2963.87631547067,15414.556319225163,34015.829787627335
TTP_instances_80_items_320,results_SA_tsp_cities_80_items_320.json,1000,34324.83238990325,34223.01687835024,3437.0119644170677,23874.516749188402,45581.31734743142
TTP_instances_80_items_80,results_SA_tsp_cities_80_items_80.json,1000,5973.765636544491,5978.958456525277,1605.6625103232927,1590.0539314804464,12541.934499481058
